user_email,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
user2026+adam.davis@zohomail.eu,0.015778298924573022,0.038636485252075116,0.02472516977005931,0.025463537508093523,0.03521301981593033,0.02146411373148926,0.03338553020389756,0.03210139135931067,0.025800111407971567,0.05204430187602339,0.02041823955256188,0.016246167799173355,0.02670897466800886,0.13109788479790052,0.03726261763341274,0.056171760441862485,0.031122447809426183,0.024979879747040114,0.025741019881817692,0.05174765255284242,0.04504409888790467,0.13299887011995734,0.020934425783946255,0.051952581785178024,0.02296141868954392
user2026+andrea.harper@zohomail.eu,0.07098380810461871,0.03688147002675133,0.04330219879893225,0.03518863910139264,0.0352353413547927,0.04536455217583647,0.05001484451029955,0.037445611073745715,0.05576546226331796,0.038622375059296186,0.029339044317647934,0.021374155591428835,0.02526081206051151,0.04847562660731664,0.03480444347501277,0.0253986858166357,0.037976372122991084,0.03813669365526302,0.02403202533972466,0.05129706525016328,0.04327324577543043,0.04065444486867641,0.03652498054043838,0.03878278110685726,0.05586532100291872
user2026+angela.bennett@zohomail.eu,0.020775559148798285,0.03489537440149929,0.043080162558574574,0.016055673880263584,0.03783203611609119,0.0233394760524207,0.06579160692866745,0.02783799523881737,0.033396976110469545,0.03775031711730293,0.02026364245341713,0.020681269892391056,0.045291078397186255,0.07503373807150888,0.03100990027041338,0.05515536215419129,0.05729134192031561,0.03006071054279402,0.028991668219511806,0.04162905249748113,0.039452727421313914,0.12142473879000655,0.023635509465932382,0.03915377743561413,0.03017030491501742
user2026+anthony.chapman@zohomail.eu,0.029391166646812104,0.03888591108477706,0.03310689957343773,0.028464812719885227,0.07860893838279573,0.06343448392360028,0.043821686364185555,0.02870183052150497,0.13032165760758802,0.0270442095625382,0.02469249121235184,0.0360840499878745,0.05701977621368326,0.01715438922511515,0.034177022276160124,0.021306512317842217,0.026514770240927306,0.044333851821511,0.03698545651510559,0.02293282881512946,0.02935687505468117,0.0212103303438213,0.046276671026155784,0.04191969924474132,0.03825367931777531
user2026+anthony.finley@zohomail.eu,0.031565647248990594,0.027663732865292487,0.061203834869876836,0.04398348003867175,0.032763381637898034,0.02957352148125308,0.03074872483684233,0.025872722351259623,0.0331063747960123,0.05546495360971035,0.026159970060597008,0.10191929727866966,0.04866068472124562,0.02778709517854863,0.05744573891382534,0.029944678411387975,0.0629341377215912,0.030146765038077544,0.030209391768251995,0.03301871551692139,0.035438445399484625,0.03215613409018109,0.041384939087685146,0.034995301887557256,0.03585233119016824
user2026+carl.houston@zohomail.eu,0.1640592151844045,0.055049311514085944,0.02588500380403714,0.017160693927567416,0.029484133615918257,0.04284600787646662,0.03519563574787507,0.029931955532064018,0.03189776017958031,0.03812554989950141,0.02064735028854203,0.012881362677974816,0.021428488349132076,0.11213857110592867,0.03957052602536797,0.026384188232199467,0.05408318332725694,0.021857339281245208,0.02254211616696217,0.03169436792384407,0.030223386402607005,0.0600963797014153,0.016269112312882784,0.04046682795426081,0.020081532968880197
user2026+chad.burns@zohomail.eu,0.10022792715998669,0.0431476923835739,0.026311310315269724,0.028702303897485043,0.049788425875068244,0.05325485291859896,0.045633958775260254,0.033349847819109706,0.04536178080848107,0.042084526089789756,0.012419593820484522,0.007686018694313851,0.01814932850275028,0.06097315935330935,0.050557393682867414,0.048919028997728396,0.03889017171739705,0.021644125872721066,0.01895875323919426,0.03690459461013765,0.0376972690988567,0.11267170577588007,0.009501920983383597,0.033480649052057464,0.023683660556294894
user2026+dale.webb@zohomail.eu,0.07207184826642049,0.05884515106000528,0.04228560765769246,0.01800421570192065,0.03851086953358555,0.04177700859607376,0.042285635000953774,0.028710190079312574,0.03376740372970421,0.039956732969160025,0.03217675100594604,0.009755912573538198,0.02762019998848916,0.0671726940829339,0.02826746989463744,0.04622437289993922,0.033527153823606,0.03812074704588982,0.0286609582663007,0.04153482454109903,0.029711675110763905,0.0995852543779054,0.03654304262751879,0.0415001280931583,0.023384153073445355
user2026+daniel.becker@zohomail.eu,0.026455629842477135,0.045784319020474286,0.04106014132692317,0.09914060525990757,0.05929909208020148,0.0360116501069816,0.043626051510226777,0.03434635190449003,0.027907917987684553,0.03689610664929386,0.03159424464220232,0.021438738787927993,0.029054517235515817,0.05490144888048588,0.04004785677429823,0.0401880148887386,0.032476526705071146,0.03089450646536118,0.027481712739776308,0.04060027042192338,0.03676721109169907,0.045457948515188716,0.03433104018670959,0.037887977879567554,0.046350119096873914
user2026+david.zamora@zohomail.eu,0.02685393777728916,0.06552089936542652,0.028653916033803736,0.0415129318006043,0.03457092978420365,0.047081419013500485,0.05181954286395213,0.030538279669109387,0.0965089153121171,0.0319480329623747,0.026005656319901083,0.03556530855165898,0.06772074462341295,0.02695150882723803,0.04284502073094431,0.024918759969973954,0.027104953807463757,0.067572222419661,0.027980568160254158,0.040993144894174924,0.034831098735754996,0.021191106893145812,0.03192914581929451,0.03447421354396828,0.03490774212077233
user2026+elizabeth.pratt@zohomail.eu,0.0623853015215184,0.023667302282618978,0.04188580822550911,0.028929911790387557,0.029266845087956298,0.03592495385527068,0.033472291722889,0.021636402646186687,0.0341498619728679,0.048091154743790186,0.030391919194222725,0.08463054913168103,0.058020956667036674,0.05118834673342652,0.05048007241729275,0.033702486968594014,0.056855262157767344,0.04349453724620339,0.026681014637255553,0.0319378574347541,0.041033754266393815,0.033014406801422834,0.0401722756674607,0.03153953494468177,0.02744719188281199
user2026+eric.hodges@zohomail.eu,0.0648146151585338,0.031560810666569176,0.03994096546807583,0.031306941728362764,0.0382447523078126,0.03445123496159015,0.053829129467154235,0.035921101864621136,0.03906958599314852,0.04735938746806114,0.031307315143920975,0.023035900723950526,0.031651741516204736,0.05826502422062796,0.058807527364188365,0.031475330230587455,0.03650629894637766,0.04007228783379537,0.026416083735882938,0.036339755401452845,0.03880932089749433,0.0474144116761255,0.03297352693969834,0.042016032484249524,0.04841091780151421
user2026+hannah.wise@zohomail.eu,0.0359421483873293,0.02271304749589091,0.044286665149638735,0.029154192308265423,0.02456345737570284,0.025612843859186465,0.030175608622094834,0.024163515608350655,0.03130395658967943,0.05730250337077742,0.026267609556036575,0.1307722343496041,0.08625413020155731,0.05383878624132406,0.0583616701037026,0.030641196571654292,0.0558224603256162,0.03395839948543367,0.019038558914484163,0.026581228099971,0.04266677831087495,0.032722606896192635,0.023190679118479527,0.03285428094678944,0.021811442111363405
user2026+jacob.miller@zohomail.eu,0.03568085592375794,0.06346529182968,0.031200773557234694,0.023897102845486632,0.0555845935081979,0.0338938049369711,0.043641161258537904,0.027498273947834107,0.0801651030210958,0.025558416327702196,0.026585090717684345,0.02867706653111974,0.05145796951720765,0.02329484091183254,0.0744063255369547,0.02861315625451965,0.025731042665254094,0.05312693911156921,0.02184926268175154,0.04219261491960431,0.03491174929015146,0.026817310504527004,0.05870107029859199,0.039536160204123136,0.04351402369861047
user2026+james.miller@zohomail.eu,0.03322916847046461,0.04581750238447795,0.03966325779236082,0.04078641169632964,0.06209993645540574,0.03519824379543267,0.036589584948801934,0.0299072558367947,0.07366780173793351,0.030229441706639798,0.02514863160628502,0.03488583551679178,0.05337314704120732,0.0386590991758714,0.04004285297205555,0.029460815647876205,0.02036847481593835,0.037687605784207386,0.03217235173881869,0.03477321979396677,0.03009904490137191,0.02664854617185474,0.05221286565013546,0.048733714337328427,0.06854519002164966
user2026+john.pennington@zohomail.eu,0.10285337702847165,0.05656500903127169,0.01586748174833714,0.017091264356508113,0.044192709660736754,0.02439397232847851,0.051097983010374895,0.03643254818148708,0.021511490349791922,0.04087071799282243,0.016847665387808457,0.011241141432712657,0.043167062460956564,0.10666210931507146,0.032724942591992316,0.04333684321615818,0.027709414532224662,0.02434368097357515,0.023451744239032807,0.055762334653863925,0.02850665628010547,0.08186167513111459,0.02569775078470719,0.04679053832635955,0.021019886986036875
user2026+justin.martinez@zohomail.eu,0.06889517356895916,0.04185584267796225,0.0548993287633657,0.043266639620902166,0.03391353930153725,0.03715661407227403,0.06333328764297275,0.0401081504607872,0.030304284827983134,0.03823417278595697,0.02945214876248278,0.025571994342412634,0.02879134921279821,0.06397168659497426,0.03893913927839081,0.03305140393096913,0.03731839967149493,0.03006161273790197,0.0277238094709715,0.03590160438614093,0.02670508268015357,0.05612298631310617,0.03812935027562166,0.028889628812660217,0.047402769807220635
user2026+kelly.james@zohomail.eu,0.027586969490783743,0.04343521490735603,0.030637205697601703,0.03145511384988936,0.0411437789493471,0.0727872879178597,0.057461164401638835,0.037240123177873265,0.07614320813039652,0.02774248059477002,0.02774456741499375,0.03175100338110864,0.05446427875682053,0.022310281073778648,0.03724296506058314,0.023994602096604187,0.021962802398029228,0.08827317167666808,0.026810392406309093,0.0305920892624056,0.029863482715040694,0.01804248397615099,0.04011901358124864,0.05955701362861955,0.04163930545412278
